Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total,Sales Revenue,Order ID,Year,Day,Month,Age-Group
1019,45,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,2024-07-21,Express,Accessory,49.17,894.0,23,2024,Sunday,July,36-55
1020,57,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,3379.32,844.83,4,2023-12-02,Express,"Impulse Item,Accessory,Extended Warranty",37.13,3416.4500000000003,24,2023,Saturday,December,56-75
1021,71,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-03-20,Overnight,"Accessory,Extended Warranty",49.54,894.37,25,2024,Wednesday,March,56-75
1022,76,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,6758.64,844.83,8,2024-04-27,Overnight,"Impulse Item,Accessory,Impulse Item",73.49,6832.13,26,2024,Saturday,April,75+
1024,49,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-07-10,Overnight,"Extended Warranty,Impulse Item",51.93,1634.3100000000002,27,2024,Wednesday,July,36-55
1025,77,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,2024-01-29,Overnight,,0.0,2783.76,28,2024,Monday,January,75+
1025,77,Male,No,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,2024-08-28,Express,"Extended Warranty,Extended Warranty",77.78,160.78,29,2024,Wednesday,August,75+
1027,22,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2023-11-28,Overnight,,0.0,4747.14,30,2023,Tuesday,November,18-35
1028,79,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2023-11-30,Overnight,,0.0,6758.64,31,2023,Thursday,November,75+
1030,69,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-02-27,Express,"Accessory,Impulse Item,Accessory",46.03,4270.179999999999,32,2024,Tuesday,February,56-75
1031,20,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,2024-01-21,Express,,0.0,5913.81,33,2024,Sunday,January,18-35
1031,20,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2024-09-03,Overnight,"Accessory,Accessory",17.79,121.53999999999999,34,2024,Tuesday,September,18-35
1033,54,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2023-11-30,Overnight,,0.0,988.12,35,2023,Thursday,November,36-55
1033,54,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2024-01-12,Standard,"Accessory,Accessory",49.24,3214.0,36,2024,Friday,January,36-55
1035,32,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2023-09-24,Standard,,0.0,186.75,37,2023,Sunday,September,18-35
1035,32,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-03-25,Standard,"Accessory,Accessory",33.56,95.81,38,2024,Monday,March,18-35
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,2023-10-12,Standard,"Extended Warranty,Impulse Item",56.62,4012.5699999999997,39,2023,Thursday,October,56-75
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,791.19,791.19,1,2024-01-28,Express,,0.0,791.19,40,2024,Sunday,January,56-75
1038,56,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-07-08,Overnight,Extended Warranty,10.0,4234.15,41,2024,Monday,July,56-75
1038,56,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-07-29,Standard,,0.0,5068.98,42,2024,Monday,July,56-75
1038,56,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-08-17,Express,"Accessory,Extended Warranty",47.94,193.19,43,2024,Saturday,August,56-75
1038,56,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2024-09-23,Overnight,"Extended Warranty,Accessory",26.01,5564.34,44,2024,Monday,September,56-75
1039,53,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-08-31,Standard,,0.0,1729.21,45,2024,Saturday,August,36-55
1040,45,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2023-10-16,Standard,"Accessory,Extended Warranty,Extended Warranty",92.79,6422.31,46,2023,Monday,October,36-55
1042,65,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,2024-06-26,Overnight,"Impulse Item,Impulse Item",53.02,198.27,47,2024,Wednesday,June,56-75
1042,65,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-07-16,Overnight,"Impulse Item,Accessory,Extended Warranty",111.25,6025.06,48,2024,Tuesday,July,56-75
1043,76,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2024-03-05,Overnight,,0.0,207.5,49,2024,Tuesday,March,75+
1047,73,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2023-12-11,Express,"Accessory,Impulse Item",63.23,2533.53,50,2023,Monday,December,56-75
1048,67,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,2470.3,247.03,10,2023-10-28,Express,,0.0,2470.3,51,2023,Saturday,October,56-75
1049,50,Female,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,2024-06-25,Standard,"Accessory,Impulse Item,Accessory",86.36,231.61,52,2024,Tuesday,June,36-55
1052,72,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,2024-08-03,Standard,Accessory,45.46,5114.44,53,2024,Saturday,August,56-75
1053,79,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2023-12-20,Standard,"Impulse Item,Impulse Item,Accessory",88.3,4263.9400000000005,54,2023,Wednesday,December,75+
1054,30,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-05-08,Standard,"Impulse Item,Extended Warranty,Impulse Item",79.9,142.15,55,2024,Wednesday,May,18-35
1056,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-04-27,Overnight,"Accessory,Extended Warranty",41.24,1897.08,56,2024,Saturday,April,18-35
1057,71,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,2023-10-22,Express,,0.0,7603.47,57,2023,Sunday,October,56-75
1057,71,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,2024-03-28,Express,"Extended Warranty,Accessory,Impulse Item",116.77,1598.95,58,2024,Thursday,March,56-75
1058,21,Female,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-06-12,Overnight,"Impulse Item,Accessory,Accessory",92.57,258.57,59,2024,Wednesday,June,18-35
1058,21,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,2024-07-08,Express,,0.0,3955.95,60,2024,Monday,July,18-35
1059,37,Male,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,2024-02-22,Overnight,"Extended Warranty,Extended Warranty",66.17,3313.89,61,2024,Thursday,February,36-55
1059,37,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-06-27,Express,Extended Warranty,5.52,469.47999999999996,62,2024,Thursday,June,36-55
1060,72,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2023-09-28,Standard,"Accessory,Impulse Item,Extended Warranty",52.01,1907.85,63,2023,Thursday,September,56-75
1060,72,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2023-12-07,Overnight,Impulse Item,31.89,1514.0700000000002,64,2023,Thursday,December,56-75
1060,72,Male,No,Smartphone,SKU1004,2,Completed,Paypal,1582.38,791.19,2,2024-01-29,Overnight,Impulse Item,49.59,1631.97,65,2024,Monday,January,56-75
1061,56,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2023-10-25,Standard,Impulse Item,14.49,1990.73,66,2023,Wednesday,October,56-75
1061,56,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-05-21,Express,"Impulse Item,Accessory",83.41,547.37,67,2024,Tuesday,May,56-75
1062,62,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,2024-03-23,Standard,"Impulse Item,Extended Warranty",26.24,6355.76,68,2024,Saturday,March,56-75
1063,64,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,2024-04-25,Standard,,0.0,1855.84,69,2024,Thursday,April,56-75
1063,64,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,2373.57,791.19,3,2024-07-08,Express,Extended Warranty,6.47,2380.04,70,2024,Monday,July,56-75
1066,44,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,2024-02-28,Standard,"Accessory,Extended Warranty,Impulse Item",43.16,2416.73,71,2024,Wednesday,February,36-55
1066,44,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2024-07-13,Overnight,"Extended Warranty,Impulse Item",40.68,2414.25,72,2024,Saturday,July,36-55
1067,49,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1729.21,247.03,7,2023-10-17,Standard,,0.0,1729.21,73,2023,Tuesday,October,36-55
1067,49,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2023-12-30,Standard,"Impulse Item,Accessory,Impulse Item",81.55,1771.21,74,2023,Saturday,December,36-55
1069,27,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-05-21,Standard,"Accessory,Extended Warranty",96.61,241.86,75,2024,Tuesday,May,18-35
1070,30,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,62.25,20.75,3,2023-11-29,Standard,Extended Warranty,6.3,68.55,76,2023,Wednesday,November,18-35
1071,54,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,2024-06-17,Overnight,,0.0,7603.47,77,2024,Monday,June,36-55
1073,46,Female,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-07-11,Standard,Accessory,8.66,2231.93,78,2024,Thursday,July,36-55
1073,46,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-09-12,Express,Extended Warranty,46.38,2022.6200000000001,79,2024,Thursday,September,36-55
1074,58,Male,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,2023-11-06,Standard,"Accessory,Impulse Item",58.95,7662.42,80,2023,Monday,November,56-75
1077,26,Male,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2023-12-26,Express,Extended Warranty,12.28,2385.8500000000004,81,2023,Tuesday,December,18-35
1077,26,Male,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-05-14,Overnight,"Impulse Item,Accessory",12.86,1495.04,82,2024,Tuesday,May,18-35
1079,64,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2023-10-24,Standard,Impulse Item,25.61,67.11,83,2023,Tuesday,October,56-75
1079,64,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,2024-09-12,Overnight,Impulse Item,8.16,3172.92,84,2024,Thursday,September,56-75
1079,64,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-09-15,Overnight,"Extended Warranty,Accessory,Extended Warranty",101.06,2474.63,85,2024,Sunday,September,56-75
1080,55,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,2024-01-03,Standard,,0.0,3164.76,86,2024,Wednesday,January,36-55
1080,55,Female,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-08-18,Express,Impulse Item,16.65,263.68,87,2024,Sunday,August,36-55
1083,24,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,2024-07-29,Overnight,,0.0,3379.32,88,2024,Monday,July,18-35
1085,74,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-10-11,Express,"Impulse Item,Impulse Item,Extended Warranty",91.36,112.11,89,2023,Wednesday,October,56-75
1085,74,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-05-02,Overnight,Extended Warranty,10.04,751.13,90,2024,Thursday,May,56-75
1086,76,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-07-01,Overnight,Accessory,25.72,191.72,91,2024,Monday,July,75+
1089,45,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,2024-08-09,Express,,0.0,3955.95,92,2024,Friday,August,36-55
1090,31,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,741.09,247.03,3,2024-05-04,Express,Extended Warranty,22.88,763.97,93,2024,Saturday,May,18-35
1091,22,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,1689.66,844.83,2,2024-03-22,Express,"Impulse Item,Extended Warranty",14.52,1704.18,94,2024,Friday,March,18-35
1093,56,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-04-27,Express,Impulse Item,29.11,7149.82,95,2024,Saturday,April,56-75
1094,65,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,20.75,20.75,1,2024-05-07,Overnight,,0.0,20.75,96,2024,Tuesday,May,56-75
1096,20,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2023-12-13,Standard,Accessory,27.89,69.39,97,2023,Wednesday,December,18-35
1096,20,Female,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2024-05-15,Overnight,"Extended Warranty,Extended Warranty",85.32,4724.92,98,2024,Wednesday,May,18-35
1097,19,Male,No,Tablet,SKU1002,3,Completed,Paypal,988.12,247.03,4,2024-03-25,Express,"Accessory,Accessory",51.12,1039.24,99,2024,Monday,March,18-35
1099,68,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,1582.38,791.19,2,2023-10-09,Standard,"Impulse Item,Extended Warranty,Impulse Item",100.12,1682.5,100,2023,Monday,October,56-75
1099,68,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,2024-05-31,Overnight,,0.0,1391.88,101,2024,Friday,May,56-75
1100,63,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2024-02-29,Express,Extended Warranty,35.79,776.88,102,2024,Thursday,February,56-75
1100,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,2024-05-19,Overnight,"Impulse Item,Impulse Item,Extended Warranty",48.78,3428.1000000000004,103,2024,Sunday,May,56-75
1101,33,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2023-10-09,Standard,"Accessory,Accessory",88.38,295.88,104,2023,Monday,October,18-35
1101,33,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,791.19,791.19,1,2023-10-25,Overnight,Impulse Item,32.35,823.5400000000001,105,2023,Wednesday,October,18-35
1101,33,Female,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2024-05-23,Overnight,"Impulse Item,Extended Warranty,Impulse Item",125.35,166.85,106,2024,Thursday,May,18-35
1101,33,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-07-23,Express,"Impulse Item,Accessory",77.61,139.86,107,2024,Tuesday,July,18-35
1102,55,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166.0,20.75,8,2024-08-06,Express,,0.0,166.0,108,2024,Tuesday,August,36-55
1105,42,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2024-09-20,Overnight,"Impulse Item,Accessory,Extended Warranty",102.0,1584.18,109,2024,Friday,September,36-55
1109,37,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,1855.84,463.96,4,2024-03-25,Overnight,"Accessory,Impulse Item,Accessory",104.93,1960.77,110,2024,Monday,March,36-55
1109,37,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,2024-07-13,Overnight,Accessory,42.66,229.41,111,2024,Saturday,July,36-55
1110,76,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2024-07-11,Express,,0.0,207.5,112,2024,Thursday,July,75+
1112,58,Female,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,2024-02-15,Overnight,"Accessory,Accessory",63.79,2287.06,113,2024,Thursday,February,56-75
1112,58,Female,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,2024-06-19,Express,"Extended Warranty,Extended Warranty",48.57,2271.84,114,2024,Wednesday,June,56-75
1114,25,Female,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2024-01-31,Overnight,"Impulse Item,Extended Warranty,Extended Warranty",71.97,4819.110000000001,115,2024,Wednesday,January,18-35
1115,31,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,2023-12-30,Overnight,"Impulse Item,Accessory",53.95,845.1400000000001,116,2023,Saturday,December,18-35
1115,31,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,2024-06-04,Overnight,,0.0,844.83,117,2024,Tuesday,June,18-35
1115,31,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2024-09-10,Standard,,0.0,247.03,118,2024,Tuesday,September,18-35
1116,55,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2024-01-10,Overnight,Extended Warranty,15.85,4191.490000000001,119,2024,Wednesday,January,36-55
1116,55,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-05-20,Express,,0.0,4175.64,120,2024,Monday,May,36-55
1117,34,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-03-06,Overnight,"Impulse Item,Accessory",48.25,1737.91,121,2024,Wednesday,March,18-35
1119,24,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,2024-01-12,Standard,"Accessory,Impulse Item",65.34,1547.52,122,2024,Friday,January,18-35
1120,40,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,2023-12-13,Express,Extended Warranty,48.52,235.27,123,2023,Wednesday,December,36-55
1120,40,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,2024-02-25,Express,,0.0,103.75,124,2024,Sunday,February,36-55
1122,69,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2024-09-15,Express,,0.0,5538.33,125,2024,Sunday,September,56-75
1123,79,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,2024-04-09,Overnight,"Extended Warranty,Accessory",54.15,6812.79,126,2024,Tuesday,April,75+
1123,79,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,2024-08-12,Standard,Accessory,5.86,797.0500000000001,127,2024,Monday,August,75+
1124,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-02-12,Overnight,,0.0,1855.84,128,2024,Monday,February,18-35
1124,24,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2024-02-26,Standard,"Extended Warranty,Accessory,Extended Warranty",85.04,3796.72,129,2024,Monday,February,18-35
1124,24,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,2024-09-05,Overnight,"Impulse Item,Extended Warranty,Impulse Item",104.82,3269.5800000000004,130,2024,Thursday,September,18-35
1125,46,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,2024-01-08,Express,,0.0,5913.81,131,2024,Monday,January,36-55
1125,46,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2024-08-24,Standard,"Impulse Item,Impulse Item,Accessory",67.21,3778.89,132,2024,Saturday,August,36-55
1127,80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,2023-12-06,Express,"Impulse Item,Impulse Item",65.02,6823.660000000001,133,2023,Wednesday,December,75+
1127,80,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166.0,20.75,8,2024-03-22,Express,"Extended Warranty,Accessory,Accessory",63.03,229.03,134,2024,Friday,March,75+
1129,36,Female,Yes,Smartphone,SKU1001,5,Cancelled,Cash,20.75,20.75,1,2023-12-09,Overnight,,0.0,20.75,135,2023,Saturday,December,36-55
1130,75,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2023-11-04,Express,"Impulse Item,Extended Warranty",46.92,4794.06,136,2023,Saturday,November,56-75
1132,18,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-05-02,Standard,"Extended Warranty,Extended Warranty",48.93,173.43,137,2024,Thursday,May,18-35
1133,25,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2024-03-27,Express,Accessory,39.14,1431.0200000000002,138,2024,Wednesday,March,18-35
1133,25,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-07-06,Standard,"Extended Warranty,Extended Warranty,Impulse Item",81.34,6839.9800000000005,139,2024,Saturday,July,18-35
1134,23,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,2023-12-01,Express,"Extended Warranty,Impulse Item",68.66,6398.18,140,2023,Friday,December,18-35
1134,23,Male,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2023-12-22,Overnight,"Impulse Item,Extended Warranty",43.76,971.68,141,2023,Friday,December,18-35
1134,23,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,2024-06-10,Express,"Extended Warranty,Extended Warranty,Extended Warranty",102.64,3814.3199999999997,142,2024,Monday,June,18-35
1134,23,Male,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-07-22,Standard,,0.0,7120.71,143,2024,Monday,July,18-35
1136,20,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,2023-12-14,Overnight,Accessory,41.06,885.8900000000001,144,2023,Thursday,December,18-35
1139,56,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,6329.52,791.19,8,2024-09-21,Overnight,"Extended Warranty,Extended Warranty,Accessory",46.71,6376.2300000000005,145,2024,Saturday,September,56-75
1141,61,Male,No,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,2023-12-02,Express,Extended Warranty,11.92,32.67,146,2023,Saturday,December,56-75
1141,61,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2023-12-30,Standard,Impulse Item,42.12,1434.0,147,2023,Saturday,December,56-75
1141,61,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2024-04-14,Standard,"Impulse Item,Extended Warranty",60.23,3771.91,148,2024,Sunday,April,56-75
1142,63,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2023-10-26,Standard,Accessory,33.15,4208.79,149,2023,Thursday,October,56-75
